NR_SECAO;NM_LOCAL_VOTACAO
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
230;PRÉDIO MUNICIPAL RECANTO VERDE
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
174;COLÉGIO CATARINA PARAGUAÇU
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
257;PRÉDIO MUNICIPAL CAMARÃO
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
151;COLÉGIO PLINIO PEREIRA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
212;ESCOLA ESTADUAL KLEBER PACHECO
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
230;PRÉDIO MUNICIPAL RECANTO VERDE
176;COLÉGIO CATARINA PARAGUAÇU
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
213;ESCOLA ESTADUAL KLEBER PACHECO
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
259;ESCOLA MUNICIPAL SÃO JOSÉ
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
180;ESCOLA ODILARDO U. RODRIGUES
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
268;COLÉGIO CATARINA PARAGUAÇU
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
175;COLÉGIO CATARINA PARAGUAÇU
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
155;COLÉGIO PLINIO PEREIRA
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
257;PRÉDIO MUNICIPAL CAMARÃO
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
259;ESCOLA MUNICIPAL SÃO JOSÉ
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
177;COLÉGIO CATARINA PARAGUAÇU
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
257;PRÉDIO MUNICIPAL CAMARÃO
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
272;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
210;ESCOLA ESTADUAL KLEBER PACHECO
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
174;COLÉGIO CATARINA PARAGUAÇU
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
180;ESCOLA ODILARDO U. RODRIGUES
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
174;COLÉGIO CATARINA PARAGUAÇU
215;ESCOLA ESTADUAL KLEBER PACHECO
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
264;ESCOLA ESTADUAL KLEBER PACHECO
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
156;COLÉGIO PLINIO PEREIRA
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
264;ESCOLA ESTADUAL KLEBER PACHECO
257;PRÉDIO MUNICIPAL CAMARÃO
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
268;COLÉGIO CATARINA PARAGUAÇU
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
183;ESCOLA ODILARDO U. RODRIGUES
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
183;ESCOLA ODILARDO U. RODRIGUES
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
183;ESCOLA ODILARDO U. RODRIGUES
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
156;COLÉGIO PLINIO PEREIRA
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
177;COLÉGIO CATARINA PARAGUAÇU
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
264;ESCOLA ESTADUAL KLEBER PACHECO
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
179;ESCOLA ODILARDO U. RODRIGUES
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
268;COLÉGIO CATARINA PARAGUAÇU
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
264;ESCOLA ESTADUAL KLEBER PACHECO
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
215;ESCOLA ESTADUAL KLEBER PACHECO
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
215;ESCOLA ESTADUAL KLEBER PACHECO
230;PRÉDIO MUNICIPAL RECANTO VERDE
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
214;ESCOLA ESTADUAL KLEBER PACHECO
182;ESCOLA ODILARDO U. RODRIGUES
174;COLÉGIO CATARINA PARAGUAÇU
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
264;ESCOLA ESTADUAL KLEBER PACHECO
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
180;ESCOLA ODILARDO U. RODRIGUES
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
259;ESCOLA MUNICIPAL SÃO JOSÉ
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
151;COLÉGIO PLINIO PEREIRA
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
238;PREDIO MUNICIPAL SÃO ROQUE
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
182;ESCOLA ODILARDO U. RODRIGUES
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
238;PREDIO MUNICIPAL SÃO ROQUE
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
257;PRÉDIO MUNICIPAL CAMARÃO
234;ESCOLA MUNICIPAL SILVIO V. MELO
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
230;PRÉDIO MUNICIPAL RECANTO VERDE
211;ESCOLA ESTADUAL KLEBER PACHECO
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
257;PRÉDIO MUNICIPAL CAMARÃO
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
230;PRÉDIO MUNICIPAL RECANTO VERDE
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
183;ESCOLA ODILARDO U. RODRIGUES
215;ESCOLA ESTADUAL KLEBER PACHECO
233;ESCOLA MUNICIPAL SILVIO V. MELO
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
259;ESCOLA MUNICIPAL SÃO JOSÉ
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
154;COLÉGIO PLINIO PEREIRA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
177;COLÉGIO CATARINA PARAGUAÇU
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
156;COLÉGIO PLINIO PEREIRA
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
154;COLÉGIO PLINIO PEREIRA
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
234;ESCOLA MUNICIPAL SILVIO V. MELO
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
234;ESCOLA MUNICIPAL SILVIO V. MELO
152;COLÉGIO PLINIO PEREIRA
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
210;ESCOLA ESTADUAL KLEBER PACHECO
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
210;ESCOLA ESTADUAL KLEBER PACHECO
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
238;PREDIO MUNICIPAL SÃO ROQUE
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
213;ESCOLA ESTADUAL KLEBER PACHECO
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
230;PRÉDIO MUNICIPAL RECANTO VERDE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
155;COLÉGIO PLINIO PEREIRA
212;ESCOLA ESTADUAL KLEBER PACHECO
179;ESCOLA ODILARDO U. RODRIGUES
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
238;PREDIO MUNICIPAL SÃO ROQUE
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
238;PREDIO MUNICIPAL SÃO ROQUE
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
259;ESCOLA MUNICIPAL SÃO JOSÉ
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
259;ESCOLA MUNICIPAL SÃO JOSÉ
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
182;ESCOLA ODILARDO U. RODRIGUES
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
211;ESCOLA ESTADUAL KLEBER PACHECO
230;PRÉDIO MUNICIPAL RECANTO VERDE
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
264;ESCOLA ESTADUAL KLEBER PACHECO
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
231;PRÉDIO MUNICIPAL RECANTO VERDE
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
272;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
180;ESCOLA ODILARDO U. RODRIGUES
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
211;ESCOLA ESTADUAL KLEBER PACHECO
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
176;COLÉGIO CATARINA PARAGUAÇU
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
180;ESCOLA ODILARDO U. RODRIGUES
154;COLÉGIO PLINIO PEREIRA
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
230;PRÉDIO MUNICIPAL RECANTO VERDE
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
262;ESCOLA MUNICIPAL O BOM PASTOR
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
174;COLÉGIO CATARINA PARAGUAÇU
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
234;ESCOLA MUNICIPAL SILVIO V. MELO
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
