NR_SECAO;NM_LOCAL_VOTACAO
215;ESCOLA ESTADUAL KLEBER PACHECO
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
210;ESCOLA ESTADUAL KLEBER PACHECO
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
152;COLÉGIO PLINIO PEREIRA
183;ESCOLA ODILARDO U. RODRIGUES
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
212;ESCOLA ESTADUAL KLEBER PACHECO
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
268;COLÉGIO CATARINA PARAGUAÇU
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
230;PRÉDIO MUNICIPAL RECANTO VERDE
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
211;ESCOLA ESTADUAL KLEBER PACHECO
231;PRÉDIO MUNICIPAL RECANTO VERDE
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
272;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
211;ESCOLA ESTADUAL KLEBER PACHECO
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
257;PRÉDIO MUNICIPAL CAMARÃO
154;COLÉGIO PLINIO PEREIRA
259;ESCOLA MUNICIPAL SÃO JOSÉ
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
177;COLÉGIO CATARINA PARAGUAÇU
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
212;ESCOLA ESTADUAL KLEBER PACHECO
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
156;COLÉGIO PLINIO PEREIRA
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
259;ESCOLA MUNICIPAL SÃO JOSÉ
262;ESCOLA MUNICIPAL O BOM PASTOR
154;COLÉGIO PLINIO PEREIRA
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
174;COLÉGIO CATARINA PARAGUAÇU
156;COLÉGIO PLINIO PEREIRA
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
231;PRÉDIO MUNICIPAL RECANTO VERDE
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
174;COLÉGIO CATARINA PARAGUAÇU
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
154;COLÉGIO PLINIO PEREIRA
268;COLÉGIO CATARINA PARAGUAÇU
179;ESCOLA ODILARDO U. RODRIGUES
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
174;COLÉGIO CATARINA PARAGUAÇU
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
259;ESCOLA MUNICIPAL SÃO JOSÉ
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
183;ESCOLA ODILARDO U. RODRIGUES
179;ESCOLA ODILARDO U. RODRIGUES
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
268;COLÉGIO CATARINA PARAGUAÇU
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
249;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
174;COLÉGIO CATARINA PARAGUAÇU
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
214;ESCOLA ESTADUAL KLEBER PACHECO
233;ESCOLA MUNICIPAL SILVIO V. MELO
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
238;PREDIO MUNICIPAL SÃO ROQUE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
211;ESCOLA ESTADUAL KLEBER PACHECO
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
152;COLÉGIO PLINIO PEREIRA
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
175;COLÉGIO CATARINA PARAGUAÇU
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
182;ESCOLA ODILARDO U. RODRIGUES
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
182;ESCOLA ODILARDO U. RODRIGUES
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
177;COLÉGIO CATARINA PARAGUAÇU
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
180;ESCOLA ODILARDO U. RODRIGUES
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
259;ESCOLA MUNICIPAL SÃO JOSÉ
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
182;ESCOLA ODILARDO U. RODRIGUES
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
176;COLÉGIO CATARINA PARAGUAÇU
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
151;COLÉGIO PLINIO PEREIRA
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
212;ESCOLA ESTADUAL KLEBER PACHECO
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
213;ESCOLA ESTADUAL KLEBER PACHECO
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
233;ESCOLA MUNICIPAL SILVIO V. MELO
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
179;ESCOLA ODILARDO U. RODRIGUES
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
215;ESCOLA ESTADUAL KLEBER PACHECO
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
210;ESCOLA ESTADUAL KLEBER PACHECO
214;ESCOLA ESTADUAL KLEBER PACHECO
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
151;COLÉGIO PLINIO PEREIRA
210;ESCOLA ESTADUAL KLEBER PACHECO
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
210;ESCOLA ESTADUAL KLEBER PACHECO
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
231;PRÉDIO MUNICIPAL RECANTO VERDE
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
238;PREDIO MUNICIPAL SÃO ROQUE
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
154;COLÉGIO PLINIO PEREIRA
231;PRÉDIO MUNICIPAL RECANTO VERDE
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
231;PRÉDIO MUNICIPAL RECANTO VERDE
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
233;ESCOLA MUNICIPAL SILVIO V. MELO
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
156;COLÉGIO PLINIO PEREIRA
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
214;ESCOLA ESTADUAL KLEBER PACHECO
258;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
262;ESCOLA MUNICIPAL O BOM PASTOR
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
156;COLÉGIO PLINIO PEREIRA
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
152;COLÉGIO PLINIO PEREIRA
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
212;ESCOLA ESTADUAL KLEBER PACHECO
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
174;COLÉGIO CATARINA PARAGUAÇU
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
255;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
180;ESCOLA ODILARDO U. RODRIGUES
238;PREDIO MUNICIPAL SÃO ROQUE
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
231;PRÉDIO MUNICIPAL RECANTO VERDE
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
214;ESCOLA ESTADUAL KLEBER PACHECO
176;COLÉGIO CATARINA PARAGUAÇU
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
262;ESCOLA MUNICIPAL O BOM PASTOR
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
233;ESCOLA MUNICIPAL SILVIO V. MELO
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
211;ESCOLA ESTADUAL KLEBER PACHECO
180;ESCOLA ODILARDO U. RODRIGUES
212;ESCOLA ESTADUAL KLEBER PACHECO
233;ESCOLA MUNICIPAL SILVIO V. MELO
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
263;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
264;ESCOLA ESTADUAL KLEBER PACHECO
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
214;ESCOLA ESTADUAL KLEBER PACHECO
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
268;COLÉGIO CATARINA PARAGUAÇU
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
238;PREDIO MUNICIPAL SÃO ROQUE
212;ESCOLA ESTADUAL KLEBER PACHECO
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
234;ESCOLA MUNICIPAL SILVIO V. MELO
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
257;PRÉDIO MUNICIPAL CAMARÃO
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
155;COLÉGIO PLINIO PEREIRA
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
156;COLÉGIO PLINIO PEREIRA
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
268;COLÉGIO CATARINA PARAGUAÇU
257;PRÉDIO MUNICIPAL CAMARÃO
233;ESCOLA MUNICIPAL SILVIO V. MELO
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
268;COLÉGIO CATARINA PARAGUAÇU
231;PRÉDIO MUNICIPAL RECANTO VERDE
233;ESCOLA MUNICIPAL SILVIO V. MELO
213;ESCOLA ESTADUAL KLEBER PACHECO
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
152;COLÉGIO PLINIO PEREIRA
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
272;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
260;ESCOLA MUNICIPAL SANTO ANTÔNIO
268;COLÉGIO CATARINA PARAGUAÇU
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
183;ESCOLA ODILARDO U. RODRIGUES
230;PRÉDIO MUNICIPAL RECANTO VERDE
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
